"","sale_head","price","price_sqm","created","floor_size","level_condo","num_bed","num_bath","condo_name","zone","near_lo_type1","near_lo_name1","near_lo_dist1","near_lo_type2","near_lo_name2","near_lo_dist2","near_lo_type3","near_lo_name3","near_lo_dist3","near_lo_type4","near_lo_name4","near_lo_dist4","near_lo_type5","near_lo_name5","near_lo_dist5","near_lo_type6","near_lo_name6","near_lo_dist6","owner","longitude","latitude","list_link"
"503","⚡️ Beautiful room, pool view ⚡️ For sale Metro Sky Ratchada, 33 sq.m., 1 bedroom, 8th floor, beautiful room, garden view, 2.9 million, free transfer, if interested, call now 080-3974164 (touch)","฿2,900,000","(Stock ID : BRC2037)","Created 2022-10-04 15:50","33.25 Sq.m.","Level 8","1 Bedrooms","1 Bedrooms","Condo Metro Sky Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.7 Km.","living_transit","MRT Huai Khwang","0.7 Km.","living_academy","University of the Thai Chamber of Commerce","1.3 Km.","living_mall","The Street Ratchada","1.5 Km.","living_mall","Big C Extra Ratchadapisek","1.7 Km.","living_mall","Big C Supercenter Saphan Kwai","2.5 Km.","Touchakorn TK Kruech...",100.5712747,13.7841713,"https://www.livinginsider.com/livingdetail_en/1309996/%EF%B8%8F-Beautiful-room-pool-view-%EF%B8%8F-For-sale-Metro-Sky-Ratchada-33-sq-m-1-bedroom-8th-floor-beautif.html"
"504","⚡️Sale at cost ⚡️ Aspire Asoke-Ratchada 1 bedroom, corner room 3.45 sq.m., Building E, call 080-3974164 (touch)","฿3,390,000","(98,261 B./Sq.m.)","Created 2022-09-24 11:17","34.50 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo Aspire Asoke - Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.8 Km.","living_mall","FortuneTown","0.8 Km.","living_transit","MRT Phra Ram 9","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_mall","The Street Ratchada","1.4 Km.","living_hospital","Rama 9 Hospital","1.6 Km.","Touchakorn TK Kruech...",100.5608964,13.7642489,"https://www.livinginsider.com/livingdetail_en/1294592/%EF%B8%8FSale-at-cost-%EF%B8%8F-Aspire-Asoke-Ratchada-1-bedroom-corner-room-3-45-sq-m-Building-E-call-080-3974.html"
"505","✨Selling a sample room Fully decorated ✨ Maestro 03 Ratchada - Rama 9 Condo can raise pets, 1 bedroom, 29 sq.m. Free All, all expenses. If interested, call 080-3974164 (touch)","฿3,600,000","(124,138 B./Sq.m.)","Created 2022-09-24 11:52","29 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo Maestro 03 Ratchada - Rama 9","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.5 Km.","living_mall","FortuneTown","0.5 Km.","living_transit","MRT Phra Ram 9","0.6 Km.","living_transit","MRT Thailand Cultural Center","0.7 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","Touchakorn TK Kruech...",100.5647644,13.7630961,"https://www.livinginsider.com/livingdetail_en/1294627/Selling-a-sample-room-Fully-decorated-Maestro-03-Ratchada-Rama-9-Condo-can-raise-pets-1-bedroo.html"
"506","✨ 1st hand Pet friendly condo ✨ Maestro 03 Ratchada - Rama 9 1 bedroom 34 sq. m. Free All, all expenses. Interested call now 080-3974164 (touch)","฿3,700,000","(108,824 B./Sq.m.)","Created 2022-09-24 12:11","34 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Condo Maestro 03 Ratchada - Rama 9","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.5 Km.","living_mall","FortuneTown","0.5 Km.","living_transit","MRT Phra Ram 9","0.6 Km.","living_transit","MRT Thailand Cultural Center","0.7 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","Touchakorn TK Kruech...",100.5647644,13.7630961,"https://www.livinginsider.com/livingdetail_en/1294650/-1st-hand-Pet-friendly-condo-Maestro-03-Ratchada-Rama-9-1-bedroom-34-sq-m-Free-All-all-expen.html"
"507","⚡️ New room, never moved in ⚡️ Ivy Ampio for sale, 44 sq m., 1 bedroom, 27th floor, price lower than market 6.5 million, contact Touch 080-3974164 (BRC2028)","฿6,500,000","(Stock ID : BRC2028)","Created 2022-09-16 17:32","44.19 Sq.m.","Level 27","1 Bedrooms","1 Bedrooms","Condo Ivy Ampio","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.4 Km.","living_mall","FortuneTown","0.6 Km.","living_mall","CentralPlaza Grand Rama 9","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.7 Km.","living_transit","MRT Phra Ram 9","0.7 Km.","living_mall","The Street Ratchada","0.9 Km.","Touchakorn TK Kruech...",100.5683282,13.7630933,"https://www.livinginsider.com/livingdetail_en/1283231/%EF%B8%8F-New-room-never-moved-in-%EF%B8%8F-Ivy-Ampio-for-sale-44-sq-m-1-bedroom-27th-floor-price-lower-than.html"
"508","✨Selling a show room Fully decorated ✨ Maestro 03 Ratchada - Rama 9 Condo can raise pets, 1 bedroom, 30 sq.m. Free All, all expenses. If interested, call 080-3974164 (touch)","฿3,700,000","(121,034 B./Sq.m.)","Created 2022-09-19 09:55","30.57 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo Maestro 03 Ratchada - Rama 9","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.5 Km.","living_mall","FortuneTown","0.5 Km.","living_transit","MRT Phra Ram 9","0.6 Km.","living_transit","MRT Thailand Cultural Center","0.7 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","Touchakorn TK Kruech...",100.5647644,13.7630961,"https://www.livinginsider.com/livingdetail_en/1286046/Selling-a-show-room-Fully-decorated-Maestro-03-Ratchada-Rama-9-Condo-can-raise-pets-1-bedroom.html"
"509","✨ First-hand room, high floor, garden view ✨ Maestro 03 Ratchada - Rama 9 for sale, 2-bedroom pet friendly condo, 7th floor. If interested, call 080-3974164 (touch)","฿7,100,000","(107,413 B./Sq.m.)","Created 2022-09-19 11:02","66.10 Sq.m.","Level 7","2 Bedrooms","2 Bedrooms","Condo Maestro 03 Ratchada - Rama 9","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.5 Km.","living_mall","FortuneTown","0.5 Km.","living_transit","MRT Phra Ram 9","0.6 Km.","living_transit","MRT Thailand Cultural Center","0.7 Km.","living_mall","Big C Extra Ratchadapisek","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","Touchakorn TK Kruech...",100.5647644,13.7630961,"https://www.livinginsider.com/livingdetail_en/1286120/-First-hand-room-high-floor-garden-view-Maestro-03-Ratchada-Rama-9-for-sale-2-bedroom-pet-fr.html"
"510","⚡️BEST DEAL⚡️ Sale Life @ Ratchada-Huay Kwang 2 bedroom 2 bathroom, beautiful room, lower price than the market, Tel. 080-3974164 Touch (BRCT016)","฿5,290,000","(Stock ID : BRCT016)","Created 2022-08-01 15:45","56 Sq.m.","Level 5-10","2 Bedrooms","2 Bedrooms","Condo Life @ Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.1 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_academy","University of the Thai Chamber of Commerce","1.6 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","living_mall","FortuneTown","2.5 Km.","Touchakorn TK Kruech...",100.5743995,13.7791349,"https://www.livinginsider.com/livingdetail_en/1211894/%EF%B8%8FBEST-DEAL%EF%B8%8F-Sale-Life-Ratchada-Huay-Kwang-2-bedroom-2-bathroom-beautiful-room-lower-price-than.html"
"511","⚡️BEST DEAL⚡️ Noble Revolve Ratchada 2 1 bedroom 1 bathroom for sale, beautiful room, Hight floor, Unblock view, lower price than the market, call 080-3974164 Touch (BRCT015)","฿4,180,000","(Stock ID : BRCT015)","Created 2022-08-01 15:49","26 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo Noble Revolve Ratchada 2","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.3 Km.","living_mall","CentralPlaza Grand Rama 9","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.7 Km.","living_transit","MRT Phra Ram 9","0.7 Km.","living_mall","FortuneTown","0.7 Km.","living_mall","The Street Ratchada","0.9 Km.","Touchakorn TK Kruech...",100.5691682,13.7631659,"https://www.livinginsider.com/livingdetail_en/1211901/%EF%B8%8FBEST-DEAL%EF%B8%8F-Noble-Revolve-Ratchada-2-1-bedroom-1-bathroom-for-sale-beautiful-room-Hight-floor-U.html"
"512","⚡️BEST DEAL⚡️ Centric Ratchada-Huay Kwang for sale, 1 bedroom 1 bathroom, beautiful room, Hight floor, Unblock view, lower price than the market, call 080-3974164 Touch (BRCT011)","฿5,399,000","(Stock ID : BRCT011)","Created 2022-08-01 15:25","41 Sq.m.","Level 11-20","1 Bedrooms","1 Bedrooms","Condo Centric Huai Khwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_mall","FortuneTown","2.6 Km.","Touchakorn TK Kruech...",100.5740166,13.7804357,"https://www.livinginsider.com/livingdetail_en/1211860/%EF%B8%8FBEST-DEAL%EF%B8%8F-Centric-Ratchada-Huay-Kwang-for-sale-1-bedroom-1-bathroom-beautiful-room-Hight-floo.html"
"513","⚡️BEST DEAL⚡️ Centric Ratchada-Huay Kwang Studio for sale, beautiful room, Hight floor, Unblock view, lower price than the market, call 080-3974164 Touch (BRCT014)","฿3,150,000","(Stock ID : BRCT014)","Created 2022-08-01 15:29","27 Sq.m.","Level 21-50","Studio room","Studio room","Condo Centric Huai Khwang Station","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.2 Km.","living_transit","MRT Sutthisan","1.0 Km.","living_mall","The Street Ratchada","1.1 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_academy","University of the Thai Chamber of Commerce","1.5 Km.","living_mall","FortuneTown","2.6 Km.","Touchakorn TK Kruech...",100.5740166,13.7804357,"https://www.livinginsider.com/livingdetail_en/1211866/%EF%B8%8FBEST-DEAL%EF%B8%8F-Centric-Ratchada-Huay-Kwang-Studio-for-sale-beautiful-room-Hight-floor-Unblock-view.html"
"514","⚡️ The best price in the project, beautiful room, high floor, unblocked view ⚡️ Sell Life @ Ratchada - Sutthisan, 1 bedroom, 41 sq m., 3.55 million, call. 080-3974164 touch.","฿3,550,000","(Stock ID : C2207270235)","Created 2022-08-01 15:42","41 Sq.m.","Level 21-50","1 Bedrooms","1 Bedrooms","Condo Life @ Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.1 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.0 Km.","living_mall","The Street Ratchada","2.3 Km.","living_mall","Big C Extra Ratchadapisek","2.5 Km.","living_academy","Civil Aviation Training Center","2.6 Km.","Touchakorn TK Kruech...",100.5746579,13.7909369,"https://www.livinginsider.com/livingdetail_en/1211890/%EF%B8%8F-The-best-price-in-the-project-beautiful-room-high-floor-unblocked-view-%EF%B8%8F-Sell-Life-Ratchada.html"
"515","SC1274 Condo for sale, Baan Suan Thon Ratchada 36, near the expressway, BTS.","฿2,500,000","(41,667 B./Sq.m.)","Created 2022-11-25 11:21","60 Sq.m.","Level 1-4","2 Bedrooms","2 Bedrooms","Condo Baan Suanthon Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_mall","Tesco Lotus Wang Hin","0.7 Km.","living_academy","Chandrakasem Rajabhat University","1.2 Km.","living_hospital","Paolo Hospital Kaset","1.4 Km.","living_mall","Tesco Lotus Ladprao","2.5 Km.","living_academy","Kasetsart University","2.8 Km.","living_mall","CentralPlaza Lardprao","2.8 Km.","PotaeProperty",-75.1613997,39.9365413,"https://www.livinginsider.com/livingdetail_en/1387227/SC1274-Condo-for-sale-Baan-Suan-Thon-Ratchada-36-near-the-expressway-BTS-.html"
"516","Condo for sale Ratchada 5","฿6,700,000","(79,762 B./Sq.m.)","Created 2022-04-01 12:54","84 Sq.m.","Level 1-4","2 Bedrooms","2 Bedrooms","Condo Amanta Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.3 Km.","living_mall","Big C Extra Ratchadapisek","0.6 Km.","living_mall","The Street Ratchada","0.7 Km.","living_mall","FortuneTown","0.8 Km.","living_mall","CentralPlaza Grand Rama 9","0.8 Km.","living_transit","MRT Phra Ram 9","0.9 Km.","ฉายเดี่ยว พันลี้...",100.5673912,13.7652956,"https://www.livinginsider.com/livingdetail_en/1073997/Condo-for-sale-Ratchada-5.html"
"517","Condo for sale Supalai City Resort Ratchada Huai Khwang, size 45.28 sq.m., 3rd floor, building 2, price 2.7 million, near MRT Huai Khwang, large room, fully furnished, beautiful room","฿2,700,000","(60,000 B./Sq.m.)","Created 2021-08-18 17:39","45 Sq.m.","Level 3","1 Bedrooms","1 Bedrooms","Condo Supalai City Resort Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.8 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_transit","MRT Thailand Cultural Center","1.0 Km.","living_mall","CentralPlaza Grand Rama 9","1.9 Km.","living_mall","FortuneTown","2.0 Km.","Real estate 655",100.5776208,13.7718078,"https://www.livinginsider.com/livingdetail_en/857872/Condo-for-sale-Supalai-City-Resort-Ratchada-Huai-Khwang-size-45-28-sq-m-3rd-floor-building-2-pr.html"
"518","Condo for sale, Hi Sutthisan, size 30 sq.m., Building B, 6th floor, price 1.99 million, near MRT Sutthisan, beautiful room.","฿1,990,000","(66,333 B./Sq.m.)","Created 2022-07-19 22:33","30 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Project unknown","Ratchadapisek, Huaikwang, Suttisan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Real estate 655",0,0,"https://www.livinginsider.com/livingdetail_en/1197490/Condo-for-sale-Hi-Sutthisan-size-30-sq-m-Building-B-6th-floor-price-1-99-million-near-MRT-Sut.html"
"519","Condo for sale in Lumpini Ville. Cultural Center, size 61 sq.m., A2 building, 3rd floor, price 3.4 million, near Huai Khwang mrt, well renovated room","฿3,400,000","(55,738 B./Sq.m.)","Created 2022-01-21 21:04","61 Sq.m.","Level 3","2 Bedrooms","2 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","Real estate 655",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/999623/Condo-for-sale-in-Lumpini-Ville-Cultural-Center-size-61-sq-m-A2-building-3rd-floor-price-3-4-m.html"
"520","Condo for sale, Happy Condo Ratchada 18, size 28 sqm., 5th floor, Building B, price 1.55 million, near Huai Khwang mrt, newly renovated room, ready to move in.","฿1,550,000","(55,357 B./Sq.m.)","Created 2020-02-10 17:02","28 Sq.m.","Level 5","Studio room","Studio room","Project unknown","Ratchadapisek, Huaikwang, Suttisan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Real estate 655",0,0,"https://www.livinginsider.com/livingdetail_en/422181/Condo-for-sale-Happy-Condo-Ratchada-18-size-28-sqm-5th-floor-Building-B-price-1-55-million-ne.html"
"521","Condo for sale, Fuse Miti Ratchada-Sutthisan, size 50 sqm., 2 bedroom type, 16th floor, corner room, price 5.19 million, near Mrt Sutthisan, good location, very beautiful room.","฿5,190,000","(103,800 B./Sq.m.)","Created 2022-11-19 14:03","50 Sq.m.","Level 16","2 Bedrooms","2 Bedrooms","Condo Fuse Miti Ratchada - Sutthisan","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","1.1 Km.","living_academy","University of the Thai Chamber of Commerce","1.1 Km.","living_hospital","Paolo Memorial Nawamin Hospital","1.5 Km.","living_hospital","Paolo Hospital Phaholyothin","1.5 Km.","living_mall","Big C Supercenter Saphan Kwai","1.6 Km.","living_academy","Civil Aviation Training Center","1.7 Km.","Real estate 655",100.5640014,13.7892472,"https://www.livinginsider.com/livingdetail_en/1379647/Condo-for-sale-Fuse-Miti-Ratchada-Sutthisan-size-50-sqm-2-bedroom-type-16th-floor-corner-room.html"
"522","Condo for sale IVY RATCHADA, size 30 sqm., 5th floor, Building C, price 2.29 million, near mrt Suthisan, new renovated room","฿2,290,000","(76,333 B./Sq.m.)","Created 2022-11-12 21:41","30 Sq.m.","Level 5","1 Bedrooms","1 Bedrooms","Condo Ivy Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Sutthisan","0.2 Km.","living_transit","MRT Ratchadaphisek","0.9 Km.","living_academy","University of the Thai Chamber of Commerce","2.1 Km.","living_mall","The Street Ratchada","2.3 Km.","living_hospital","Paolohospital chokchai4","2.5 Km.","living_mall","Big C Extra Ratchadapisek","2.5 Km.","Real estate 655",100.5761814,13.7908635,"https://www.livinginsider.com/livingdetail_en/1370607/Condo-for-sale-IVY-RATCHADA-size-30-sqm-5th-floor-Building-C-price-2-29-million-near-mrt-Suthi.html"
"523","Condo for sale, Modiz Ratchada 32, size 31 sqm., 4th floor, price 2.79 million baht, new condo with furniture, near the Criminal Court, mrt Ladprao, the central area is very luxurious.","฿2,790,000","(90,000 B./Sq.m.)","Created 2022-11-11 14:12","31 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Condo Modiz Ratchada 32","Ratchadapisek, Huaikwang, Suttisan","living_academy","Chandrakasem Rajabhat University","0.4 Km.","living_transit","MRT Lad Phrao","1.0 Km.","living_mall","Tesco Lotus Ladprao","1.5 Km.","living_mall","Union Mall","1.6 Km.","living_mall","CentralPlaza Lardprao","1.7 Km.","living_academy","St. John's University","1.8 Km.","Real estate 655",100.5763659,13.814848,"https://www.livinginsider.com/livingdetail_en/1368788/Condo-for-sale-Modiz-Ratchada-32-size-31-sqm-4th-floor-price-2-79-million-baht-new-condo-with.html"
"524","Condo for sale, Pano Ville Condominium, Ratchada 19, size 53 sqm., 2 bedrooms, 7th floor, price 4.5 million baht, very beautiful room, near mrt Ratchadaphisek","฿4,500,000","(84,906 B./Sq.m.)","Created 2022-02-20 19:25","53 Sq.m.","Level 7","2 Bedrooms","2 Bedrooms","Condo Pano Ville Ratchada 19","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.1 Km.","living_transit","MRT Lad Phrao","0.7 Km.","living_academy","St. John's University","1.8 Km.","living_mall","Union Mall","1.9 Km.","living_academy","Chandrakasem Rajabhat University","2.1 Km.","living_academy","Civil Aviation Training Center","2.2 Km.","Real estate 655",100.5735881,13.8005559,"https://www.livinginsider.com/livingdetail_en/1029632/Condo-for-sale-Pano-Ville-Condominium-Ratchada-19-size-53-sqm-2-bedrooms-7th-floor-price-4-5.html"
"525","Condo for sale, Aspire Asoke-Ratchada, size 35 sqm., 6th floor, price 3.39 million, near mrt Rama 9, good location.","฿3,390,000","(96,857 B./Sq.m.)","Created 2022-07-08 20:20","35 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo Aspire Asoke - Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_mall","CentralPlaza Grand Rama 9","0.8 Km.","living_mall","FortuneTown","0.8 Km.","living_transit","MRT Phra Ram 9","0.9 Km.","living_mall","Big C Extra Ratchadapisek","1.2 Km.","living_mall","The Street Ratchada","1.4 Km.","living_hospital","Rama 9 Hospital","1.6 Km.","Real estate 655",100.5608964,13.7642489,"https://www.livinginsider.com/livingdetail_en/1183575/Condo-for-sale-Aspire-Asoke-Ratchada-size-35-sqm-6th-floor-price-3-39-million-near-mrt-Rama-9.html"
"526","Condo for sale, Supalai City Resort Ratchada-Huay Kwang, size 48 sqm., 6th floor, Building 1, price 2.59 million baht, near MRT Huai Khwang, selling below the appraised value 💯","฿2,590,000","(53,958 B./Sq.m.)","Created 2022-07-07 17:50","48 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo Supalai City Resort Ratchada - Huaikwang","Ratchadapisek, Huaikwang, Suttisan","living_mall","The Street Ratchada","0.6 Km.","living_mall","Big C Extra Ratchadapisek","0.8 Km.","living_transit","MRT Huai Khwang","0.9 Km.","living_transit","MRT Thailand Cultural Center","1.0 Km.","living_mall","CentralPlaza Grand Rama 9","1.9 Km.","living_mall","FortuneTown","2.0 Km.","Real estate 655",100.5776208,13.7718078,"https://www.livinginsider.com/livingdetail_en/1181959/Condo-for-sale-Supalai-City-Resort-Ratchada-Huay-Kwang-size-48-sqm-6th-floor-Building-1-price.html"
"527","Condo for sale at The Niche Ratchada-Huay Kwang, size 34 sq m, 6th floor, 1 bed type, price 2.3 million baht, near Huai Khwang MRT station, very good location.","฿2,300,000","(67,647 B./Sq.m.)","Created 2022-02-20 20:10","34 Sq.m.","Level 6","1 Bedrooms","1 Bedrooms","Condo The Niche Ratchada - Huay Kwang","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.3 Km.","living_mall","The Street Ratchada","1.0 Km.","living_mall","Big C Extra Ratchadapisek","1.1 Km.","living_academy","University of the Thai Chamber of Commerce","1.2 Km.","living_mall","CentralPlaza Grand Rama 9","2.3 Km.","living_mall","FortuneTown","2.4 Km.","Real estate 655",100.571144,13.7789506,"https://www.livinginsider.com/livingdetail_en/1029670/Condo-for-sale-at-The-Niche-Ratchada-Huay-Kwang-size-34-sq-m-6th-floor-1-bed-type-price-2-3-mill.html"
"528","Condo for sale, TVC2, TVC Condo2, size 37.5 sqm., 10th floor, price 1.75 million, near University of the Chamber of Commerce, newly decorated room, good location 💯","฿1,750,000","(46,053 B./Sq.m.)","Created 2022-09-01 22:35","38 Sq.m.","Level 10","Studio room","Studio room","T.V.C. Condominium","Ratchadapisek, Huaikwang, Suttisan","living_academy","ABAC University (ABAC Huamak)","65.3 Km.","living_airport","Don Mueang International Airport","70.4 Km.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Real estate 655",100.5639831,13.7758184,"https://www.livinginsider.com/livingdetail_en/1258650/Condo-for-sale-TVC2-TVC-Condo2-size-37-5-sqm-10th-floor-price-1-75-million-near-University-of.html"
"529","Condo for sale, Noble Revolve Ratchada, 26 sqm., 17th floor, price 3.7 million, near mrt cultural center The best location 💯","฿3,700,000","(142,308 B./Sq.m.)","Created 2022-06-09 21:32","26 Sq.m.","Level 17","1 Bedrooms","1 Bedrooms","Condo Noble Revolve Ratchada","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Thailand Cultural Center","0.3 Km.","living_mall","Big C Extra Ratchadapisek","0.6 Km.","living_mall","CentralPlaza Grand Rama 9","0.7 Km.","living_transit","MRT Phra Ram 9","0.8 Km.","living_mall","The Street Ratchada","0.8 Km.","living_mall","FortuneTown","0.8 Km.","Real estate 655",100.5693188,13.7639217,"https://www.livinginsider.com/livingdetail_en/1148277/Condo-for-sale-Noble-Revolve-Ratchada-26-sqm-17th-floor-price-3-7-million-near-mrt-cultural-ce.html"
"530","Condo for sale, Maestro Ratchada 19, size 34.5 sqm., 4th floor, Building A, price 3.4 million baht, near MRT Ratchadaphisek, very beautiful room.","฿3,400,000","(97,143 B./Sq.m.)","Created 2022-07-19 21:24","35 Sq.m.","Level 4","1 Bedrooms","1 Bedrooms","Condo MAESTRO 19 Ratchada 19 – Vipha","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Ratchadaphisek","0.6 Km.","living_transit","MRT Sutthisan","0.9 Km.","living_academy","Civil Aviation Training Center","1.8 Km.","living_academy","St. John's University","1.8 Km.","living_mall","Union Mall","2.0 Km.","living_academy","University of the Thai Chamber of Commerce","2.2 Km.","Real estate 655",100.5696123,13.7968367,"https://www.livinginsider.com/livingdetail_en/1197416/Condo-for-sale-Maestro-Ratchada-19-size-34-5-sqm-4th-floor-Building-A-price-3-4-million-baht.html"
"531","Condo for sale L Style Ratchada Huai Khwang, size 31.07 sqm., 2nd floor, price 1.9 million, near Huai Khwang MRT","฿1,900,000","(61,290 B./Sq.m.)","Created 2022-03-23 20:23","31 Sq.m.","Level 2","1 Bedrooms","1 Bedrooms","Condo L STYLE","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","0.9 Km.","living_mall","The Street Ratchada","1.2 Km.","living_mall","Big C Extra Ratchadapisek","1.3 Km.","living_hospital","Piyavate Hospital","2.4 Km.","living_academy","University of the Thai Chamber of Commerce","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.5 Km.","Real estate 655",100.5818081,13.7753168,"https://www.livinginsider.com/livingdetail_en/1065151/Condo-for-sale-L-Style-Ratchada-Huai-Khwang-size-31-07-sqm-2nd-floor-price-1-9-million-near-Hua.html"
"532","Condo for sale in Muang Thai - Phat Residence (Thai Town - Phat Ratchada Building, next to Muang Thai Life Assurance Building) 73 sq m., 17th floor, price only 4.5 million baht!! Very good location.","฿4,500,000","(61,644 B./Sq.m.)","Created 2022-03-17 22:41","73 Sq.m.","Level 17","1 Bedrooms","1 Bedrooms","Project unknown","Ratchadapisek, Huaikwang, Suttisan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Real estate 655",0,0,"https://www.livinginsider.com/livingdetail_en/1057933/Condo-for-sale-in-Muang-Thai-Phat-Residence-Thai-Town-Phat-Ratchada-Building-next-to-Muang-Tha.html"
"533","Condo for sale in Lumpini Ville. Cultural Center, size 45 sq m. Building B1, 3rd floor, price 2.89 million, near Huai Khwang mrt. Big room, beautiful decoration, ready to move in.","฿2,890,000","(64,222 B./Sq.m.)","Created 2022-03-20 16:00","45 Sq.m.","Level 3","1 Bedrooms","1 Bedrooms","Condo Lumpini Ville Cultural Center","Ratchadapisek, Huaikwang, Suttisan","living_transit","MRT Huai Khwang","1.3 Km.","living_mall","The Street Ratchada","1.3 Km.","living_mall","Big C Extra Ratchadapisek","1.4 Km.","living_hospital","Piyavate Hospital","2.0 Km.","living_hospital","Rama 9 Hospital","2.4 Km.","living_mall","CentralPlaza Grand Rama 9","2.4 Km.","Real estate 655",100.5836714,13.7714562,"https://www.livinginsider.com/livingdetail_en/1060423/Condo-for-sale-in-Lumpini-Ville-Cultural-Center-size-45-sq-m-Building-B1-3rd-floor-price-2-89-m.html"
